product_category,product_subcategory,ID Odoo,Producto Odoo,EAN,Marca,Peso,Mix Actual,Mercadito - Bruto,Mercadito - Neto,Coto - Bruto,Carrefour - Bruto,Dia - Bruto,Coto - Neto,Carrefour - Neto,Dia - Neto,El almacencito  - Neto,Consignatario Día - Neto,Distribuidora Cervantes - Neto,Satelite - Neto,Satelite - Neto en cantidad,Ideal - Neto,Ideal - Neto en cantidad,Verdulería TATO - Neto,Verdulería Don José - Neto
CARNES,0304 - FIAMBRES,6235,Bondiola DOINA feteada (120gr) 1 un,,DOINA,,0.00%,"6,609","6,295","6,299","6,290",,"6,299","6,290",,,,,,,,,,
CARNES,0304 - FIAMBRES,6300,lomo curado DOINA feteado (130gr) 1 un,,DOINA,,0.00%,"3,312","3,312",,,,,,,,,,,,,,,
CARNES,0304 - FIAMBRES,6217,Panceta DOINA Ahumada feteada (120gr) 1 un,,DOINA,0.12,0.00%,"2,303","2,303",,,,,,,,,,,,,,,
CARNES,0304 - FIAMBRES,6301,salame DOINA feteado (130gr) 1 un,,DOINA,,0.00%,"3,010","3,010",,,,,,,,,,,,,,,
CARNES,0304 - FIAMBRES,6216,Salame DOINA Fuet (150gr) 1 un,7798140550570,DOINA,0.15,0.00%,"5,140","4,895","4,895",,,"4,895",,,,,,,,,,,
CARNES,0306 - CARNE VACUNA CONGELADA,5808,"asado  EL CARMIN envasado al vacio, congelado 1 un",,EL CARMIN,,0.00%,"14,112","14,112",,,,,,,,,,,,,,,
CARNES,0306 - CARNE VACUNA CONGELADA,3561,Carne picada EL CARMIN congelado 1 un,,EL CARMIN,1,1.20%,"10,151","10,151",,,,,,,,,,,,,,,
CARNES,0306 - CARNE VACUNA CONGELADA,6310,Carne picada PASTIZALES NATIVOS congelado 1 un,,PASTIZALES NATIVOS,1,0.60%,"6,933","6,933",,,,,,,,,,,,,,,
CARNES,0306 - CARNE VACUNA CONGELADA,5810,"espinazo EL CARMIN envasado al vacio, congelado 1 un",,EL CARMIN,,1.50%,"5,359","5,359","3,249",,,"3,249",,,,,,,,,,,
CARNES,0306 - CARNE VACUNA CONGELADA,5809,"falda  EL CARMIN envasado al vacio, congelado 1 un",,EL CARMIN,,2.00%,"7,679","7,679","6,799",,,"6,799",,,,,,,,,,,
CARNES,0306 - CARNE VACUNA CONGELADA,5811,"osobuco EL CARMIN envasado al vacio, congelado 1 un",,EL CARMIN,,0.00%,"9,000","9,000","7,649",,,"7,649",,,,,,,,,,,
CARNES,0306 - CARNE VACUNA CONGELADA,5812,"pecho de cerdo EL CARMIN envasado al vacio, congelado 1 un",,EL CARMIN,,0.00%,"8,135","8,135",,,,,,,,,,,,,,,
FRESCOS,0401 - HUEVO,2471,Huevo MAPLE (30U) 1 un,,MAPLE,1.6,18.10%,"6,400","4,600","8,898",,,"7,798",,,,,,,,,,7500,7000
FRESCOS,0402 - PASTAS FRESCAS,4338,Ã‘oquis BELLATERRA 500 gr,7795711000908,BELLATERRA,0.5,0.00%,"1,575","1,575",,,,,,,,,,,,,,,
FRESCOS,0402 - PASTAS FRESCAS,4017,Ã‘oquis VILLA DAGRI Papa 500 gr,7795711003596,VILLA DAGRI,0.5,0.00%,"2,620","2,620","2,620",,,"2,620",,,,,,,,,,,
FRESCOS,0402 - PASTAS FRESCAS,4016,Ã‘oquis VILLA DAGRI Semolin 500 gr,7795711000106,VILLA DAGRI,0.5,0.00%,"2,620","2,620","2,620",,,"2,620",,,,,,,,,,,
FRESCOS,0402 - PASTAS FRESCAS,4339,Fideos BELLATERRA 500 gr,,BELLATERRA,0.5,0.00%,"1,570","1,570",,,,,,,,,,,,,,,
FRESCOS,0402 - PASTAS FRESCAS,4015,Fusiles VILLA DAGRI 500 gr,7795711000175,VILLA DAGRI,0.5,0.00%,"1,837","1,837",,,,,,,,,,,,,,,
FRESCOS,0402 - PASTAS FRESCAS,4010,Ravioles VILLA DAGRI 4 Quesos 500 gr,7795711000168,VILLA DAGRI,0.5,0.00%,"2,985","2,985","2,985",,,"2,985",,,,,,,,,,,
FRESCOS,0402 - PASTAS FRESCAS,4009,Ravioles VILLA DAGRI Pollo y Espinaca 500 gr,7795711000038,VILLA DAGRI,0.5,0.00%,"2,985","2,985","2,985",,,"2,985",,,,,,,,,,,
FRESCOS,0402 - PASTAS FRESCAS,4011,Ravioles VILLA DAGRI Ricota 500 gr,7795711000045,VILLA DAGRI,0.5,0.00%,"2,985","2,985","2,985",,,"2,985",,,,,,,,,,,
FRESCOS,0402 - PASTAS FRESCAS,4012,Ravioles VILLA DAGRI Ricota y Espinaca 500 gr,7795711000397,VILLA DAGRI,0.5,0.00%,"2,985","2,985","2,985",,,"2,985",,,,,,,,,,,
FRESCOS,0402 - PASTAS FRESCAS,4014,Tallarines VILLA DAGRI 500 gr,7795711000052,VILLA DAGRI,0.5,0.00%,"1,837","1,837",,,,,,,,,,,,,,,
FRESCOS,0402 - PASTAS FRESCAS,4018,"Tortelletis VILLA DAGRI Carne, Pollo y Espinaca 500 gr",7795711000069,VILLA DAGRI,0.5,0.00%,"2,296","2,296",,,,,,,,,,,,,,,
FRESCOS,0403 - TAPAS PARA PASCUALINAS,4337,Tapa pascualina BELLATERRA (2U) 380 gr,,BELLATERRA,0.38,0.00%,"1,115","1,115",,,,,,,,,,,,,,,
FRESCOS,0403 - TAPAS PARA PASCUALINAS,4024,Tapa pascualina VILLA DAGRI Criolla (2U) 400 gr,7795711006849,VILLA DAGRI,0.4,0.00%,"1,849","1,849","1,849",,,"1,849",,,,,,,,,,,
FRESCOS,0403 - TAPAS PARA PASCUALINAS,4023,Tapa pascualina VILLA DAGRI Hojaldre (2U) 400 gr,7795711000113,VILLA DAGRI,0.4,0.00%,"1,849","1,849","1,849",,,"1,849",,,,,,,,,,,
FRESCOS,0404 - TAPAS PARA EMPANADAS,4336,Tapa empanada BELLATERRA Horno (12U) 280 gr,,BELLATERRA,0.28,0.00%,919,919,,,,,,,,,,,,,,,
FRESCOS,0404 - TAPAS PARA EMPANADAS,4020,Tapa empanada VILLA DAGRI Freir (12U) 320 gr,7795711000083,VILLA DAGRI,0.32,0.00%,"1,515","1,515","1,515",,,"1,515",,,,,,,,,,,
FRESCOS,0404 - TAPAS PARA EMPANADAS,4019,Tapa empanada VILLA DAGRI Horno Hojaldre (12U) 320 gr,7795711000144,VILLA DAGRI,0.32,0.00%,"1,595","1,595","1,595",,,"1,595",,,,,,,,,,,
FRESCOS,0404 - TAPAS PARA EMPANADAS,4022,Tapa empanada VILLA DAGRI Rotisera criolla (12U) 450 gr,7795711008218,VILLA DAGRI,0.45,0.00%,"2,195","2,195","2,195",,,"2,195",,,,,,,,,,,
FRESCOS,0404 - TAPAS PARA EMPANADAS,4021,Tapa empanada VILLA DAGRI Rotisera hojaldre (12U) 450 gr,7795711002353,VILLA DAGRI,0.45,0.00%,"2,195","2,195","2,195",,,"2,195",,,,,,,,,,,
FRUTAS,0501 - FRUTA FRESCA,2451,Banana 1 kg,,Sin Marca,1,0.00%,"2,527","2,527","2,299",,,"2,299",,,,,,,,,,,
FRUTAS,0501 - FRUTA FRESCA,2458,Limon 1 kg,,Sin Marca,1,0.00%,"1,600","1,600","9,999",,,"9,999",,,,,,,,,,,
FRUTAS,0501 - FRUTA FRESCA,2460,Mandarina 1 kg,,Sin Marca,1,0.00%,"1,275","1,275",,,,,,,,,,,,,,,
FRUTAS,0501 - FRUTA FRESCA,2462,Manzana 1 kg,,Sin Marca,1,0.00%,"2,472","2,472","3,999",,,"3,999",,,,,,,,,,,
FRUTAS,0501 - FRUTA FRESCA,2463,Melon 1 un,,Sin Marca,1,0.00%,"2,499","2,499","2,499",,,"2,499",,,,,,,,,,,
FRUTAS,0501 - FRUTA FRESCA,2465,Naranja comercial 1 kg,,Sin Marca,1,0.00%,"2,997","1,199","1,199",,,"1,199",,,,,,,,,,,
FRUTAS,0501 - FRUTA FRESCA,2466,Palta 1 un,,Sin Marca,0.2,0.00%,"1,170","1,170",,,,,,,,,,,,,,,
FRUTAS,0501 - FRUTA FRESCA,2468,Pera 1 kg,,Sin Marca,1,0.00%,"2,200","2,200","3,299","15,599",,"3,299","15,599",,,,,,,,,,
FRUTAS,0501 - FRUTA FRESCA,2469,Pomelo 1 kg,,Sin Marca,1,0.00%,"2,039","2,039","2,299",,,"2,299",,,,,,,,,,,
LACTEOS,0601 - CREMAS,5405,Crema de leche ILOLAY Doble 200 ml,7790787030118,ILOLAY,0.2,0.00%,"2,965","2,549",,,,,,,,,,,,,,,
LACTEOS,0601 - CREMAS,2450,Crema de leche ILOLAY Simple 200 ml,,ILOLAY,0.2,0.00%,"2,679","2,364","2,679",,,"2,679",,,,,,,,,,,
LACTEOS,0601 - CREMAS,5407,Crema de leche ILOLAY Simple 350 ml,7790787949083,ILOLAY,0.35,0.00%,"4,565","4,565","4,565",,,"4,565",,,,,,,,,,,
LACTEOS,0601 - CREMAS,5415,Crema de leche LA SERENISIMA Batir TB 200 ml,7790742011701,LA SERENISIMA,0.2,0.00%,"2,833","2,833","2,833",,,"2,833",,,,,,,,,,,
LACTEOS,0601 - CREMAS,4968,Crema de leche LA SERENISIMA Batir TB 520 gr,7790742014122,LA SERENISIMA,0.52,0.00%,"6,129","6,129","6,129",,,"6,129",,,,,,,,,,,
LACTEOS,0601 - CREMAS,5416,Crema de leche LA SERENISIMA Cocinar TB 520 ml,7790742142207,LA SERENISIMA,0.52,0.00%,"5,822","5,822","5,822",,,"5,822",,,,,,,,,,,
LACTEOS,0602 - DULCE DE LECHE,4961,Dulce de leche ILOLAY Clasico 200 gr,,ILOLAY,0.2,0.00%,"1,059","1,059",,,,,,,,,,,,,,,
LACTEOS,0602 - DULCE DE LECHE,2449,Dulce de leche ILOLAY Clasico 405 gr,7790787153664,ILOLAY,0.41,0.60%,"3,220","2,808","3,289","3,150",,"2,467","3,150",,,3150,,,,,,,
LACTEOS,0602 - DULCE DE LECHE,3183,Dulce de leche ILOLAY Repostero 405 gr,7790787153671,ILOLAY,0.41,0.00%,"3,619","2,714","3,619",,,"2,714",,,,,,,,,,,
LACTEOS,0602 - DULCE DE LECHE,5417,Dulce de leche LA SERENISIMA Clasico 400 gr,7790742625304,LA SERENISIMA,0.4,0.20%,"3,335","3,057","3,335","3,335","3,335","3,335","3,335","2,500",,3335,2800,,,2499.99,,,
LACTEOS,0602 - DULCE DE LECHE,5418,Dulce de leche LA SERENISIMA Repostero 400 gr,7790742067005,LA SERENISIMA,0.4,0.00%,"3,609","3,306","3,609","3,609","3,610","3,609","3,609","2,700",,3610,,,,,,,
LACTEOS,0602 - DULCE DE LECHE,,Dulce de leche TREGAR Repostero 400 gr,,TREGAR,0.4,,,,,,,,,,,,2200,,,,,,
LACTEOS,0603 - LECHE CHOCOLATADA,2448,Leche chocolatada ILOLAY 1 lt,7790787949670,ILOLAY,1,0.50%,"2,740","2,740",,"2,740",,,"2,740",,,3200,,,,,,,
LACTEOS,0603 - LECHE CHOCOLATADA,2448,Leche chocolatada MARCA BLANCA 1 lt (día),7790787949670,MARCA BLANCA,1,,,,,,,,,,,2800,,,,,,,
LACTEOS,0603 - LECHE CHOCOLATADA,3210,Leche chocolatada ILOLAY 200 ml,7790787949687,ILOLAY,0.2,0.00%,"1,079","1,079",,"1,079",,,"1,079",,,,,,,,,,
LACTEOS,0603 - LECHE CHOCOLATADA,5192,Leche chocolatada NESQUIK 200 ml,8445291395961,NESQUIK,0.2,0.00%,"1,549","1,162","1,549","1,549",,775,"1,549",,,1550,,,,,,,
LACTEOS,0603 - LECHE CHOCOLATADA,,Leche chocolatada MARCA BLANCA 200 ml (día),,MARCA BLANCA,0.2,,,,,,,,,,,650,,,,,,,
LACTEOS,0603 - LECHE CHOCOLATADA,5557,Leche chocolatada NESQUIK menos azucar 200 ml,8445290848932,NESQUIK,0.2,0.00%,990,990,,,,,,,,,,,,,,,
LACTEOS,0603 - LECHE CHOCOLATADA,,Leche chocolatada CINDOR menos azucar 1 lt,,CINDOR,1,,,,,,,,,,3300,,,,,,,,
LACTEOS,0604 - LECHE EN POLVO,6012,Leche en polvo ARMONIA 400 gr (vs Día),7790742331601,ARMONIA,0.4,0.00%,"5,369","5,369",,"5,369",,,"5,369",,,4040,,5220,4437,,,,
LACTEOS,0604 - LECHE EN POLVO,6013,Leche en polvo LA SERENISIMA Clasica 200 gr,7790742436108,LA SERENISIMA,0.2,0.00%,"3,236","3,236","3,236","3,235",,"3,236","3,235",,3200,,3560,3560,3026,,,,
LACTEOS,0604 - LECHE EN POLVO,6014,Leche en polvo LA SERENISIMA Liviana 200 gr,7790742436207,LA SERENISIMA,0.2,0.00%,"3,236","3,236","3,236","3,235",,"3,236","3,235",,,,3580,3560,3026,,,,
LACTEOS,0605 - LECHE LARGA VIDA,2439,Leche larga vida ILOLAY Descremada 1 lt,7790787002535,ILOLAY,1,0.50%,"2,132","2,132","2,215","2,049",,"2,215","2,049",,,,,,,,,,
LACTEOS,0605 - LECHE LARGA VIDA,2440,Leche larga vida ILOLAY Entera 1 lt,7790787949649,ILOLAY,1,2.90%,"2,077","1,939","2,215","1,939",,"2,215","1,939",,,,,,,,,,
LACTEOS,0605 - LECHE LARGA VIDA,5191,Leche larga vida LA SERENISIMA Clasica 3% PET 1 lt,7790742335500,LA SERENISIMA,1,0.00%,"2,480","2,191","2,482","2,479","2,480","1,613","2,479","2,480",2200,2480,,2250,1912.5,2300,2300,,
LACTEOS,0605 - LECHE LARGA VIDA,4843,Leche larga vida LA SERENISIMA Clasica 3% TB 1 lt,7790742335500,LA SERENISIMA,1,0.00%,"2,480","1,613","2,482","2,479","2,480","1,613","2,479","2,480",1900,2365,1840,1840,1564,1950,1755,,
LACTEOS,0605 - LECHE LARGA VIDA,5189,Leche larga vida LA SERENISIMA Liviana 1% PET 1 lt,7790742335609,LA SERENISIMA,1,0.00%,"2,480","2,191","2,482","2,479","2,480","1,613","2,479","2,480",2200,2480,,2600,2210,2300,2300,,
LACTEOS,0605 - LECHE LARGA VIDA,4842,Leche larga vida LA SERENISIMA Liviana 1% TB 1 lt,7790742363107,LA SERENISIMA,1,0.00%,"2,365","2,089","2,365","2,365","2,365","1,537","2,365","2,365",1900,2365,2250,2250,1912.5,,,,
LACTEOS,0605 - LECHE LARGA VIDA,5190,Leche larga vida LA SERENISIMA Protein 46g PET 1 lt,7790742358608,LA SERENISIMA,1,0.00%,"2,539","2,243","2,539","2,539","2,540","1,650","2,539","2,540",2200,,,,,,,,
LACTEOS,0605 - LECHE LARGA VIDA,5350,Leche larga vida LA SERENISIMA Zero Lactosa PET 1 lt,7790742333605,LA SERENISIMA,1,0.00%,"2,539","2,243","2,539","2,539","2,540","1,650","2,539","2,540",2200,2540,,,,2350,2115,,
LACTEOS,0605 - LECHE LARGA VIDA,,Leche larga vida MILKAUT Entera 1 lt,,MILKAUT,1,,,,,,,,,,,2100,,,,,,,
LACTEOS,0605 - LECHE LARGA VIDA,,Leche larga vida TREGAR Entera 1 lt,,TREGAR,1,,,,,,,,,,1400,2040,,1320,1122,,,,
LACTEOS,0605 - LECHE LARGA VIDA,,Leche larga vida TRES NIÑAS Entera 1 lt,,TRES NIÑAS,1,,,,,,,,,,2000,2250,,,,,,,
LACTEOS,0605 - LECHE LARGA VIDA,,Leche larga vida TRES NIÑAS Descremada 1 lt,,TRES NIÑAS,1,,,,,,,,,,2000,2250,,,,,,,
LACTEOS,0605 - LECHE LARGA VIDA,,Leche larga vida MARCA BLANCA Entera 1 lt (Día),,MARCA BLANCA,1,,,,,,,,,,,1690,,,,,,,
LACTEOS,0605 - LECHE LARGA VIDA,,"Leche larga vida MARCA BLANCA Descremada 1 lt (Día, Yatasto)",,MARCA BLANCA,1,,,,,,,,,,,1690,,,,1299.99,1225,,
LACTEOS,0605 - LECHE LARGA VIDA,,Leche larga vida MARCA BLANCA Deslactosada 1 lt (Día),,MARCA BLANCA,1,,,,,,,,,,,2040,,,,1299.99,1225,,
LACTEOS,0606 - MANTECAS,5406,Manteca ILOLAY 100 gr,7790787960651,ILOLAY,0.1,0.00%,"2,135","2,135","2,135",,,"2,135",,,,,,,,,,,
LACTEOS,0606 - MANTECAS,2434,Manteca ILOLAY 200 gr,7790787960668,ILOLAY,0.2,0.40%,"4,199","3,673","4,199",,,"4,199",,,,,,,,,,,
LACTEOS,0606 - MANTECAS,5424,Manteca LA SERENISIMA 100 gr,7793940052002,LA SERENISIMA,0.1,0.00%,"2,275","2,275","2,275",,,"2,275",,,,,,,,,,,
LACTEOS,0606 - MANTECAS,5423,Manteca LA SERENISIMA 200 gr,7793940054006,LA SERENISIMA,0.2,0.60%,"4,017","3,510","4,019",,"4,015","4,019",,"3,000",,,,,,,,,
LACTEOS,0607 - QUESO PASTA BLANDA,6205,Queso LA SERENISIMA Cremon Cremoso 1 un,2000000135076,LA SERENISIMA,0.5,0.00%,"6,445","6,445","6,445",,,"6,445",,,,,,,,,,,
LACTEOS,0607 - QUESO PASTA BLANDA,6208,Queso LA SERENISIMA Mozzarella 500 gr,7790742249906,LA SERENISIMA,0.5,0.00%,"9,612","9,612","8,299","10,925",,"8,299","10,925",,,,,,,,,,
LACTEOS,0607 - QUESO PASTA BLANDA,6207,Queso LA SERENISIMA Port Salut 1 un,2000000129174,LA SERENISIMA,0.5,0.00%,"9,750","9,750","9,750",,,"9,750",,,,,,,,,,,
LACTEOS,0607 - QUESO PASTA BLANDA,6206,Queso LA SERENISIMA Port Salut Light 1 un,,LA SERENISIMA,0.5,0.00%,,,"9,750",,,"9,750",,,,,,,,,,,
LACTEOS,0609 - QUESO PASTA SEMI DURA,6209,Queso LA SERENISIMA Gouda 1 un,2000000133041,LA SERENISIMA,0.34,0.00%,"7,102","7,102","7,102",,,"7,102",,,,,,,,,,,
LACTEOS,0610 - QUESO RALLADO,5427,Queso hebras FINLANDIA Cheddar 130 gr,7790742667755,FINLANDIA,0.13,0.00%,"3,859","3,859","3,859","3,859",,"3,859","3,859",,,,,,,,,,
LACTEOS,0610 - QUESO RALLADO,5428,Queso hebras FINLANDIA Cuatro quesos 130 gr,7790742667649,FINLANDIA,0.13,0.00%,"3,859","3,859","3,859","3,859",,"3,859","3,859",,,,,,,,,,
LACTEOS,0610 - QUESO RALLADO,5429,Queso hebras FINLANDIA Cuatro quesos light 130 gr,7790742667328,FINLANDIA,0.13,0.00%,"3,859","3,859","3,859","3,859",,"3,859","3,859",,,,,,,,,,
LACTEOS,0610 - QUESO RALLADO,5430,Queso hebras FINLANDIA Parmesano 130 gr,7790742667311,FINLANDIA,0.13,0.00%,"3,859","3,859","3,859",,,"3,859",,,,,,,,,,,
LACTEOS,0610 - QUESO RALLADO,5425,Queso rallado LA SERENISIMA 130 gr,7790742223104,LA SERENISIMA,0.13,0.00%,"5,279","5,279","5,279","5,279",,"5,279","5,279",,,,,,,,,,
LACTEOS,0610 - QUESO RALLADO,5426,Queso rallado LA SERENISIMA 70 gr,7790742223005,LA SERENISIMA,0.07,0.00%,"3,025","3,025",,"3,025",,,"3,025",,,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5435,Queso untable CASANCREM Blanco Clasico 290 gr,7791337061361,CASANCREM,0.29,0.00%,"5,155","4,271","5,155","5,155","5,155","3,866","5,155","3,093",4200,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5436,Queso untable CASANCREM Blanco Clasico light 290 gr,7791337060944,CASANCREM,0.29,0.00%,"5,155","4,200","5,155","5,155","5,155","3,866","5,155","3,093",4200,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5437,Queso untable FINLANDIA Clasico 180 gr,7790742321701,FINLANDIA,0.18,0.00%,"3,159","2,606","3,159","3,159",,"2,053","3,159",,,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5438,Queso untable FINLANDIA Clasico 290 gr,7790742373205,FINLANDIA,0.29,0.10%,"4,735","3,786","4,735","4,729","4,735","3,078","4,729","3,551",,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,2418,Queso untable ILOLAY Blanco clasico 290 gr,,ILOLAY,0.29,0.10%,"1,814","1,814",,,,,,,,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,2419,Queso untable ILOLAY Blanco light 290 gr,,ILOLAY,0.29,0.00%,"1,803","1,803",,,,,,,,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5411,Queso untable ILOLAY Cheddar 190 gr,,ILOLAY,0.19,0.00%,"2,625","2,625","2,892","2,358",,"2,892","2,358",,,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5408,Queso untable ILOLAY Clasico 190 gr,7790787016518,ILOLAY,0.19,0.00%,"2,672","2,672","2,775","2,569",,"2,775","2,569",,,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5410,Queso untable ILOLAY Cuatro quesos 190 gr,7790787016549,ILOLAY,0.19,0.00%,"2,915","2,330","2,915",,,"2,915",,,,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5409,Queso untable ILOLAY Jamon 190 gr,7790787016532,ILOLAY,0.19,0.00%,"2,915","2,326","2,915",,,"2,915",,,,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5433,Queso untable LA SERENISIMA Blanco Clasico 195 gr,,LA SERENISIMA,0.2,0.00%,"2,058","2,058",,,,,,,,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5431,Queso untable LA SERENISIMA Blanco Clasico 290 gr,7791337061422,LA SERENISIMA,0.29,0.00%,"3,700","3,155","3,700","3,699","3,700","2,405","3,699","2,220",,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5434,Queso untable LA SERENISIMA Blanco Clasico light 195 gr,,LA SERENISIMA,0.2,0.00%,"2,058","2,058",,,,,,,,,,,,,,,
LACTEOS,0611 - QUESO CREMA Y UNTABLES,5432,Queso untable LA SERENISIMA Blanco Clasico light 290 gr,7791337061439,LA SERENISIMA,0.29,0.00%,"3,700","3,158","3,700","3,699","3,700","2,405","3,699","2,220",,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,5446,Yogur ACTIMEL Frutilla 100 gr,,ACTIMEL,0.1,0.00%,"1,605","1,605",,,,,,,,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,5447,Yogur ACTIMEL Multifruta 100 gr,,ACTIMEL,0.1,0.00%,"1,605","1,605",,,,,,,,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,5453,Yogur bebible DANONINO Frutilla 100 gr,,DANONINO,0.1,0.00%,"1,595","1,595","1,595","1,595",,"1,595","1,595",,,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,5452,Yogur bebible DANONINO Vainilla 100 gr,,DANONINO,0.1,0.00%,"1,595","1,595","1,595","1,595",,"1,595","1,595",,,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,2414,Yogur bebible ILOLAY Descremado Frutilla 900 gr,7790787960552,ILOLAY,0.9,0.00%,"3,089","2,703","3,089","3,089",,"2,317","3,089",,,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,2415,Yogur bebible ILOLAY Descremado Vainilla 900 gr,7790787960569,ILOLAY,0.9,0.00%,"3,089","2,703","3,089","3,089",,"2,317","3,089",,,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,2416,Yogur bebible ILOLAY Entero Frutilla 900 gr,7790787960514,ILOLAY,0.9,0.20%,"3,087","2,701","3,089","3,085",,"2,317","3,085",,,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,2417,Yogur bebible ILOLAY Entero Vainilla 900 gr,7790787960521,ILOLAY,0.9,0.10%,"3,087","2,701","3,089","3,085",,"2,317","3,085",,,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,5449,Yogur bebible LA SERENISIMA Descremado Frutilla 900 gr,7791337008380,LA SERENISIMA,0.9,0.00%,"3,890","2,918","3,890","3,889","3,890","2,334","3,889","2,530",,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,5448,Yogur bebible LA SERENISIMA Descremado Vainilla 900 gr,7791337008366,LA SERENISIMA,0.9,0.00%,"3,890","2,918","3,890","3,889","3,890","2,334","3,889","2,530",,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,5451,Yogur bebible LA SERENISIMA Entero Frutilla 900 gr,7791337008335,LA SERENISIMA,0.9,0.00%,"3,890","2,966","3,890","3,889","3,890","2,334","3,889","2,530",,,,,,,,,
LACTEOS,0612 - YOGUR BEBIBLE,5450,Yogur bebible LA SERENISIMA Entero Vainilla 900 gr,7791337008311,LA SERENISIMA,0.9,0.00%,"3,890","2,966","3,890","3,889","3,890","2,334","3,889","2,530",,,,,,,,,
LACTEOS,0613 - YOGUR FIRME,2410,Yogur firme ILOLAY Descremado Frutilla 190 gr,7790787110520,ILOLAY,0.19,0.00%,"1,520","1,140","1,520",,,"1,140",,,,,,,,,,,
LACTEOS,0613 - YOGUR FIRME,2411,Yogur firme ILOLAY Descremado Vainilla 190 gr,7790787110513,ILOLAY,0.19,0.00%,"1,525","1,144","1,525",,,"1,144",,,,,,,,,,,
LACTEOS,0613 - YOGUR FIRME,2412,Yogur firme ILOLAY Entero Frutilla 190 gr,7790787960446,ILOLAY,0.19,0.10%,"1,525","1,144","1,525",,,"1,144",,,,,,,,,,,
LACTEOS,0613 - YOGUR FIRME,2413,Yogur firme ILOLAY Entero Vainilla 190 gr,7790787960453,ILOLAY,0.19,0.10%,"1,525","1,144","1,525",,,"1,144",,,,,,,,,,,
LACTEOS,0613 - YOGUR FIRME,5442,Yogur firme LA SERENISIMA Descremado Frutilla 190 gr,,LA SERENISIMA,0.19,0.00%,"1,424","1,424",,,,,,,,,,,,,,,
LACTEOS,0613 - YOGUR FIRME,5441,Yogur firme LA SERENISIMA Descremado Vainilla 190 gr,7791337007765,LA SERENISIMA,0.19,0.00%,"1,720","1,516","1,720","1,719","1,720","1,720","1,719","1,110",,,,,,,,,
LACTEOS,0613 - YOGUR FIRME,5440,Yogur firme LA SERENISIMA Entero Frutilla 190 gr,7791337007451,LA SERENISIMA,0.19,0.00%,"1,720","1,612","1,720","1,719","1,720","1,720","1,719","1,110",2800,,,,,,,,
LACTEOS,0613 - YOGUR FIRME,5439,Yogur firme LA SERENISIMA Entero Vainilla 190 gr,7791337007444,LA SERENISIMA,0.19,0.00%,"1,720","1,612","1,720","1,719","1,720","1,720","1,719","1,110",2800,,,,,,,,
LACTEOS,0613 - YOGUR FIRME,5444,Yogur firme YOGURISIMO Frutilla 190 gr,,YOGURISIMO,0.19,0.00%,"2,652","2,391","2,713","2,591",,"2,110","2,591",,,,,,,,,,
LACTEOS,0613 - YOGUR FIRME,5443,Yogur firme YOGURISIMO Vainilla 190 gr,,YOGURISIMO,0.19,0.00%,"2,652","2,407","2,713","2,591",,"2,110","2,591",,,,,,,,,,
LACTEOS,0614 - POSTRES,3169,Flan ILOLAY Vainilla con caramelo 110 gr,7790787087334,ILOLAY,0.11,0.00%,799,799,,,,,,,,,,,,,,,
LACTEOS,0614 - POSTRES,5455,Postre DANETTE Chocolate 95 gr,7791337008076,DANETTE,0.1,0.00%,"2,195","2,195","2,195",,,"2,195",,,,,,,,,,,
LACTEOS,0614 - POSTRES,5454,Postre DANETTE Dulce de leche 95 gr,7791337008083,DANETTE,0.1,0.00%,"2,195","2,195","2,195",,,"2,195",,,,,,,,,,,
LACTEOS,0614 - POSTRES,3170,Postre ILOLAY Chocolate 120 gr,7790787087174,ILOLAY,0.12,0.00%,"1,355","1,355","1,355",,,"1,355",,,,,,,,,,,
